"","date","time_point","session","group","subject","trial","trial.id","choice.nr.within.trial","choice.where","choice.correct","last.choice","previous.correct","any.error.earlier","cup.id","choice.id","error.ny"
"21162",20220506,1,2,"orangs","bimbo",11,3527,3,1,1,1,"yes","0",3,7054,0
"21165",20220506,1,2,"orangs","bimbo",12,3528,2,2,1,1,"yes","0",3,7055,0
"21167",20220506,1,2,"orangs","bimbo",12,3528,3,1,1,2,"yes","0",2,7056,0
"21168",20220506,1,2,"orangs","bimbo",12,3528,3,1,1,1,"yes","0",3,7056,0
"21171",20220702,2,3,"orangs","bimbo",1,3529,2,2,1,1,"yes","0",3,7057,0
"21173",20220702,2,3,"orangs","bimbo",1,3529,3,3,0,2,"yes","0",2,7058,0
"21174",20220702,2,3,"orangs","bimbo",1,3529,3,3,0,1,"yes","0",3,7058,1
"21177",20220702,2,3,"orangs","bimbo",2,3530,2,2,1,1,"yes","0",3,7059,0
"21179",20220702,2,3,"orangs","bimbo",2,3530,3,2,0,2,"yes","0",2,7060,1
"21180",20220702,2,3,"orangs","bimbo",2,3530,3,2,0,1,"yes","0",3,7060,0
"21183",20220702,2,3,"orangs","bimbo",3,3531,2,3,0,1,"yes","0",3,7061,1
"21186",20220702,2,3,"orangs","bimbo",3,3531,3,2,1,2,"no","1",3,7062,0
"21187",20220702,2,3,"orangs","bimbo",4,3532,2,3,1,1,"yes","0",1,7063,0
"21190",20220702,2,3,"orangs","bimbo",4,3532,3,3,0,1,"yes","0",1,7064,0
"21192",20220702,2,3,"orangs","bimbo",4,3532,3,3,0,2,"yes","0",3,7064,1
"21194",20220702,2,3,"orangs","bimbo",5,3533,2,1,1,1,"yes","0",2,7065,0
"21196",20220702,2,3,"orangs","bimbo",5,3533,3,2,0,2,"yes","0",1,7066,0
"21197",20220702,2,3,"orangs","bimbo",5,3533,3,2,0,1,"yes","0",2,7066,1
"21200",20220702,2,3,"orangs","bimbo",6,3534,2,1,1,1,"yes","0",2,7067,0
"21202",20220702,2,3,"orangs","bimbo",6,3534,3,3,1,2,"yes","0",1,7068,0
"21203",20220702,2,3,"orangs","bimbo",6,3534,3,3,1,1,"yes","0",2,7068,0
"21207",20220702,2,3,"orangs","bimbo",7,3535,2,3,0,1,"yes","0",3,7069,1
"21210",20220702,2,3,"orangs","bimbo",7,3535,3,1,1,2,"no","1",3,7070,0
"21212",20220702,2,3,"orangs","bimbo",8,3536,2,1,1,1,"yes","0",2,7071,0
"21214",20220702,2,3,"orangs","bimbo",8,3536,3,3,1,2,"yes","0",1,7072,0
"21215",20220702,2,3,"orangs","bimbo",8,3536,3,3,1,1,"yes","0",2,7072,0
"21217",20220702,2,3,"orangs","bimbo",9,3537,2,1,0,1,"yes","0",1,7073,1
"21220",20220702,2,3,"orangs","bimbo",9,3537,3,2,1,2,"no","1",1,7074,0
"21225",20220702,2,3,"orangs","pini",1,3538,2,1,1,1,"yes","0",3,7075,0
"21226",20220702,2,3,"orangs","pini",1,3538,3,2,1,2,"yes","0",1,7076,0
"21228",20220702,2,3,"orangs","pini",1,3538,3,2,1,1,"yes","0",3,7076,0
"21229",20220702,2,3,"orangs","pini",2,3539,2,2,1,1,"yes","0",1,7077,0
"21232",20220702,2,3,"orangs","pini",2,3539,3,3,1,1,"yes","0",1,7078,0
"21233",20220702,2,3,"orangs","pini",2,3539,3,3,1,2,"yes","0",2,7078,0
"21236",20220702,2,3,"orangs","pini",3,3540,2,1,1,1,"yes","0",2,7079,0
"21238",20220702,2,3,"orangs","pini",3,3540,3,2,0,2,"yes","0",1,7080,0
"21239",20220702,2,3,"orangs","pini",3,3540,3,2,0,1,"yes","0",2,7080,1
"21242",20220702,2,3,"orangs","pini",4,3541,2,3,1,1,"yes","0",2,7081,0
"21245",20220702,2,3,"orangs","pini",4,3541,3,1,1,1,"yes","0",2,7082,0
"21246",20220702,2,3,"orangs","pini",4,3541,3,1,1,2,"yes","0",3,7082,0
"21248",20220702,2,3,"orangs","pini",5,3542,2,3,1,1,"yes","0",2,7083,0
"21251",20220702,2,3,"orangs","pini",5,3542,3,1,1,1,"yes","0",2,7084,0
"21252",20220702,2,3,"orangs","pini",5,3542,3,1,1,2,"yes","0",3,7084,0
"21255",20220702,2,3,"orangs","pini",6,3543,2,2,1,1,"yes","0",3,7085,0
"21257",20220702,2,3,"orangs","pini",6,3543,3,1,1,2,"yes","0",2,7086,0
"21258",20220702,2,3,"orangs","pini",6,3543,3,1,1,1,"yes","0",3,7086,0
"21260",20220702,2,3,"orangs","pini",7,3544,2,3,1,1,"yes","0",2,7087,0
"21263",20220702,2,3,"orangs","pini",7,3544,3,1,1,1,"yes","0",2,7088,0
"21264",20220702,2,3,"orangs","pini",7,3544,3,1,1,2,"yes","0",3,7088,0
"21265",20220702,2,3,"orangs","pini",8,3545,2,2,1,1,"yes","0",1,7089,0
"21268",20220702,2,3,"orangs","pini",8,3545,3,3,1,1,"yes","0",1,7090,0
"21269",20220702,2,3,"orangs","pini",8,3545,3,3,1,2,"yes","0",2,7090,0
"21272",20220702,2,3,"orangs","pini",9,3546,2,3,1,1,"yes","0",2,7091,0
"21275",20220702,2,3,"orangs","pini",9,3546,3,1,1,1,"yes","0",2,7092,0
"21276",20220702,2,3,"orangs","pini",9,3546,3,1,1,2,"yes","0",3,7092,0
"21279",20220702,2,3,"orangs","pini",10,3547,2,2,1,1,"yes","0",3,7093,0
"21281",20220702,2,3,"orangs","pini",10,3547,3,1,1,2,"yes","0",2,7094,0
"21282",20220702,2,3,"orangs","pini",10,3547,3,1,1,1,"yes","0",3,7094,0
"21285",20220702,2,3,"orangs","pini",11,3548,2,2,1,1,"yes","0",3,7095,0
"21287",20220702,2,3,"orangs","pini",11,3548,3,1,1,2,"yes","0",2,7096,0
"21288",20220702,2,3,"orangs","pini",11,3548,3,1,1,1,"yes","0",3,7096,0
"21291",20220702,2,3,"orangs","pini",12,3549,2,2,1,1,"yes","0",3,7097,0
"21293",20220702,2,3,"orangs","pini",12,3549,3,1,1,2,"yes","0",2,7098,0
"21294",20220702,2,3,"orangs","pini",12,3549,3,1,1,1,"yes","0",3,7098,0
"21295",20220702,2,3,"orangs","raja",1,3550,2,2,1,1,"yes","0",1,7099,0
"21298",20220702,2,3,"orangs","raja",1,3550,3,3,1,1,"yes","0",1,7100,0
"21299",20220702,2,3,"orangs","raja",1,3550,3,3,1,2,"yes","0",2,7100,0
"21303",20220702,2,3,"orangs","raja",2,3551,2,2,1,1,"yes","0",3,7101,0
"21305",20220702,2,3,"orangs","raja",2,3551,3,1,1,2,"yes","0",2,7102,0
"21306",20220702,2,3,"orangs","raja",2,3551,3,1,1,1,"yes","0",3,7102,0
"21308",20220702,2,3,"orangs","raja",3,3552,2,3,1,1,"yes","0",2,7103,0
"21311",20220702,2,3,"orangs","raja",3,3552,3,1,1,1,"yes","0",2,7104,0
"21312",20220702,2,3,"orangs","raja",3,3552,3,1,1,2,"yes","0",3,7104,0
"21315",20220702,2,3,"orangs","raja",4,3553,2,2,1,1,"yes","0",3,7105,0
"21317",20220702,2,3,"orangs","raja",4,3553,3,1,1,2,"yes","0",2,7106,0
"21318",20220702,2,3,"orangs","raja",4,3553,3,1,1,1,"yes","0",3,7106,0
"21321",20220702,2,3,"orangs","raja",5,3554,2,2,1,1,"yes","0",3,7107,0
"21323",20220702,2,3,"orangs","raja",5,3554,3,1,1,2,"yes","0",2,7108,0
"21324",20220702,2,3,"orangs","raja",5,3554,3,1,1,1,"yes","0",3,7108,0
"21325",20220702,2,3,"orangs","raja",6,3555,2,2,1,1,"yes","0",1,7109,0
"21328",20220702,2,3,"orangs","raja",6,3555,3,3,1,1,"yes","0",1,7110,0
"21329",20220702,2,3,"orangs","raja",6,3555,3,3,1,2,"yes","0",2,7110,0
"21332",20220702,2,3,"orangs","raja",7,3556,2,1,1,1,"yes","0",2,7111,0
"21334",20220702,2,3,"orangs","raja",7,3556,3,3,1,2,"yes","0",1,7112,0
"21335",20220702,2,3,"orangs","raja",7,3556,3,3,1,1,"yes","0",2,7112,0
"21337",20220702,2,3,"orangs","raja",8,3557,2,2,1,1,"yes","0",1,7113,0
"21340",20220702,2,3,"orangs","raja",8,3557,3,3,1,1,"yes","0",1,7114,0
"21341",20220702,2,3,"orangs","raja",8,3557,3,3,1,2,"yes","0",2,7114,0
"21345",20220702,2,3,"orangs","raja",9,3558,2,2,1,1,"yes","0",3,7115,0
"21347",20220702,2,3,"orangs","raja",9,3558,3,1,1,2,"yes","0",2,7116,0
"21348",20220702,2,3,"orangs","raja",9,3558,3,1,1,1,"yes","0",3,7116,0
"21349",20220702,2,3,"orangs","raja",10,3559,2,2,1,1,"yes","0",1,7117,0
"21352",20220702,2,3,"orangs","raja",10,3559,3,3,1,1,"yes","0",1,7118,0
"21353",20220702,2,3,"orangs","raja",10,3559,3,3,1,2,"yes","0",2,7118,0
"21357",20220702,2,3,"orangs","raja",11,3560,2,2,1,1,"yes","0",3,7119,0
"21359",20220702,2,3,"orangs","raja",11,3560,3,1,1,2,"yes","0",2,7120,0
"21360",20220702,2,3,"orangs","raja",11,3560,3,1,1,1,"yes","0",3,7120,0
"21361",20220702,2,3,"orangs","raja",12,3561,2,2,1,1,"yes","0",1,7121,0
"21364",20220702,2,3,"orangs","raja",12,3561,3,3,1,1,"yes","0",1,7122,0
"21365",20220702,2,3,"orangs","raja",12,3561,3,3,1,2,"yes","0",2,7122,0
"21369",20220702,2,3,"orangs","padana",1,3562,2,2,1,1,"yes","0",3,7123,0
"21371",20220702,2,3,"orangs","padana",1,3562,3,1,1,2,"yes","0",2,7124,0
"21372",20220702,2,3,"orangs","padana",1,3562,3,1,1,1,"yes","0",3,7124,0
"21374",20220702,2,3,"orangs","padana",2,3563,2,3,1,1,"yes","0",2,7125,0
"21377",20220702,2,3,"orangs","padana",2,3563,3,2,0,1,"yes","0",2,7126,1
"21378",20220702,2,3,"orangs","padana",2,3563,3,2,0,2,"yes","0",3,7126,0
"21381",20220702,2,3,"orangs","padana",3,3564,2,2,1,1,"yes","0",3,7127,0
"21383",20220702,2,3,"orangs","padana",3,3564,3,1,1,2,"yes","0",2,7128,0
"21384",20220702,2,3,"orangs","padana",3,3564,3,1,1,1,"yes","0",3,7128,0
"21386",20220702,2,3,"orangs","padana",4,3565,2,1,1,1,"yes","0",2,7129,0
"21388",20220702,2,3,"orangs","padana",4,3565,3,3,1,2,"yes","0",1,7130,0
"21389",20220702,2,3,"orangs","padana",4,3565,3,3,1,1,"yes","0",2,7130,0
"21393",20220702,2,3,"orangs","padana",5,3566,2,2,1,1,"yes","0",3,7131,0
"21395",20220702,2,3,"orangs","padana",5,3566,3,1,1,2,"yes","0",2,7132,0
"21396",20220702,2,3,"orangs","padana",5,3566,3,1,1,1,"yes","0",3,7132,0
"21399",20220702,2,3,"orangs","padana",6,3567,2,2,1,1,"yes","0",3,7133,0
"21401",20220702,2,3,"orangs","padana",6,3567,3,1,1,2,"yes","0",2,7134,0
"21402",20220702,2,3,"orangs","padana",6,3567,3,1,1,1,"yes","0",3,7134,0
"21405",20220702,2,3,"orangs","padana",7,3568,2,2,1,1,"yes","0",3,7135,0
"21407",20220702,2,3,"orangs","padana",7,3568,3,1,1,2,"yes","0",2,7136,0
"21408",20220702,2,3,"orangs","padana",7,3568,3,1,1,1,"yes","0",3,7136,0
"21410",20220702,2,3,"orangs","padana",8,3569,2,1,1,1,"yes","0",2,7137,0
"21412",20220702,2,3,"orangs","padana",8,3569,3,3,1,2,"yes","0",1,7138,0
"21413",20220702,2,3,"orangs","padana",8,3569,3,3,1,1,"yes","0",2,7138,0
"21417",20220702,2,3,"orangs","padana",9,3570,2,2,1,1,"yes","0",3,7139,0
"21419",20220702,2,3,"orangs","padana",9,3570,3,1,1,2,"yes","0",2,7140,0
"21420",20220702,2,3,"orangs","padana",9,3570,3,1,1,1,"yes","0",3,7140,0
"21423",20220702,2,3,"orangs","padana",10,3571,2,2,1,1,"yes","0",3,7141,0
"21425",20220702,2,3,"orangs","padana",10,3571,3,1,1,2,"yes","0",2,7142,0
"21426",20220702,2,3,"orangs","padana",10,3571,3,1,1,1,"yes","0",3,7142,0
"21428",20220702,2,3,"orangs","padana",11,3572,2,1,1,1,"yes","0",2,7143,0
"21430",20220702,2,3,"orangs","padana",11,3572,3,3,1,2,"yes","0",1,7144,0
"21431",20220702,2,3,"orangs","padana",11,3572,3,3,1,1,"yes","0",2,7144,0
"21434",20220702,2,3,"orangs","padana",12,3573,2,3,1,1,"yes","0",2,7145,0
"21437",20220702,2,3,"orangs","padana",12,3573,3,1,1,1,"yes","0",2,7146,0
"21438",20220702,2,3,"orangs","padana",12,3573,3,1,1,2,"yes","0",3,7146,0
"21439",20220702,2,3,"orangs","dokana",1,3574,2,2,1,1,"yes","0",1,7147,0
"21442",20220702,2,3,"orangs","dokana",1,3574,3,3,1,1,"yes","0",1,7148,0
"21443",20220702,2,3,"orangs","dokana",1,3574,3,3,1,2,"yes","0",2,7148,0
"21447",20220702,2,3,"orangs","dokana",2,3575,2,1,1,1,"yes","0",3,7149,0
"21448",20220702,2,3,"orangs","dokana",2,3575,3,2,1,2,"yes","0",1,7150,0
"21450",20220702,2,3,"orangs","dokana",2,3575,3,2,1,1,"yes","0",3,7150,0
"21453",20220702,2,3,"orangs","dokana",3,3576,2,2,1,1,"yes","0",3,7151,0
"21455",20220702,2,3,"orangs","dokana",3,3576,3,1,1,2,"yes","0",2,7152,0
"21456",20220702,2,3,"orangs","dokana",3,3576,3,1,1,1,"yes","0",3,7152,0
"21458",20220702,2,3,"orangs","dokana",4,3577,2,3,1,1,"yes","0",2,7153,0
"21461",20220702,2,3,"orangs","dokana",4,3577,3,1,1,1,"yes","0",2,7154,0
"21462",20220702,2,3,"orangs","dokana",4,3577,3,1,1,2,"yes","0",3,7154,0
"21463",20220702,2,3,"orangs","dokana",5,3578,2,2,1,1,"yes","0",1,7155,0
"21466",20220702,2,3,"orangs","dokana",5,3578,3,3,1,1,"yes","0",1,7156,0
"21467",20220702,2,3,"orangs","dokana",5,3578,3,3,1,2,"yes","0",2,7156,0
"21471",20220702,2,3,"orangs","dokana",6,3579,2,1,1,1,"yes","0",3,7157,0
"21472",20220702,2,3,"orangs","dokana",6,3579,3,2,1,2,"yes","0",1,7158,0
"21474",20220702,2,3,"orangs","dokana",6,3579,3,2,1,1,"yes","0",3,7158,0
"21476",20220702,2,3,"orangs","dokana",7,3580,2,1,1,1,"yes","0",2,7159,0
"21478",20220702,2,3,"orangs","dokana",7,3580,3,3,1,2,"yes","0",1,7160,0
"21479",20220702,2,3,"orangs","dokana",7,3580,3,3,1,1,"yes","0",2,7160,0
"21482",20220702,2,3,"orangs","dokana",8,3581,2,1,1,1,"yes","0",2,7161,0
"21484",20220702,2,3,"orangs","dokana",8,3581,3,3,1,2,"yes","0",1,7162,0
"21485",20220702,2,3,"orangs","dokana",8,3581,3,3,1,1,"yes","0",2,7162,0
"21488",20220702,2,3,"orangs","dokana",9,3582,2,1,1,1,"yes","0",2,7163,0
"21490",20220702,2,3,"orangs","dokana",9,3582,3,3,1,2,"yes","0",1,7164,0
"21491",20220702,2,3,"orangs","dokana",9,3582,3,3,1,1,"yes","0",2,7164,0
"21494",20220702,2,3,"orangs","dokana",10,3583,2,1,1,1,"yes","0",2,7165,0
"21496",20220702,2,3,"orangs","dokana",10,3583,3,2,0,2,"yes","0",1,7166,0
"21497",20220702,2,3,"orangs","dokana",10,3583,3,2,0,1,"yes","0",2,7166,1
"21499",20220702,2,3,"orangs","dokana",11,3584,2,3,1,1,"yes","0",1,7167,0
"21502",20220702,2,3,"orangs","dokana",11,3584,3,2,1,1,"yes","0",1,7168,0
"21504",20220702,2,3,"orangs","dokana",11,3584,3,2,1,2,"yes","0",3,7168,0
"21505",20220702,2,3,"orangs","dokana",12,3585,2,2,1,1,"yes","0",1,7169,0
"21508",20220702,2,3,"orangs","dokana",12,3585,3,3,1,1,"yes","0",1,7170,0
"21509",20220702,2,3,"orangs","dokana",12,3585,3,3,1,2,"yes","0",2,7170,0
"21512",20220826,3,3,"orangs","raja",1,3586,2,3,1,1,"yes","0",2,7171,0
"21515",20220826,3,3,"orangs","raja",1,3586,3,1,1,1,"yes","0",2,7172,0
"21516",20220826,3,3,"orangs","raja",1,3586,3,1,1,2,"yes","0",3,7172,0
"21519",20220826,3,3,"orangs","raja",2,3587,2,2,1,1,"yes","0",3,7173,0
"21521",20220826,3,3,"orangs","raja",2,3587,3,1,1,2,"yes","0",2,7174,0
"21522",20220826,3,3,"orangs","raja",2,3587,3,1,1,1,"yes","0",3,7174,0
"21524",20220826,3,3,"orangs","raja",3,3588,2,1,1,1,"yes","0",2,7175,0
"21526",20220826,3,3,"orangs","raja",3,3588,3,3,1,2,"yes","0",1,7176,0
"21527",20220826,3,3,"orangs","raja",3,3588,3,3,1,1,"yes","0",2,7176,0
"21529",20220826,3,3,"orangs","raja",4,3589,2,2,1,1,"yes","0",1,7177,0
"21532",20220826,3,3,"orangs","raja",4,3589,3,3,1,1,"yes","0",1,7178,0
"21533",20220826,3,3,"orangs","raja",4,3589,3,3,1,2,"yes","0",2,7178,0
"21536",20220826,3,3,"orangs","raja",5,3590,2,3,1,1,"yes","0",2,7179,0
"21539",20220826,3,3,"orangs","raja",5,3590,3,1,1,1,"yes","0",2,7180,0
"21540",20220826,3,3,"orangs","raja",5,3590,3,1,1,2,"yes","0",3,7180,0
"21542",20220826,3,3,"orangs","raja",6,3591,2,3,1,1,"yes","0",2,7181,0
"21545",20220826,3,3,"orangs","raja",6,3591,3,1,1,1,"yes","0",2,7182,0
"21546",20220826,3,3,"orangs","raja",6,3591,3,1,1,2,"yes","0",3,7182,0
"21547",20220826,3,3,"orangs","raja",7,3592,2,2,1,1,"yes","0",1,7183,0
"21550",20220826,3,3,"orangs","raja",7,3592,3,3,1,1,"yes","0",1,7184,0
"21551",20220826,3,3,"orangs","raja",7,3592,3,3,1,2,"yes","0",2,7184,0
"21553",20220826,3,3,"orangs","raja",8,3593,2,2,1,1,"yes","0",1,7185,0
"21556",20220826,3,3,"orangs","raja",8,3593,3,3,1,1,"yes","0",1,7186,0
"21557",20220826,3,3,"orangs","raja",8,3593,3,3,1,2,"yes","0",2,7186,0
"21561",20220826,3,3,"orangs","raja",9,3594,2,2,1,1,"yes","0",3,7187,0
"21563",20220826,3,3,"orangs","raja",9,3594,3,1,1,2,"yes","0",2,7188,0
"21564",20220826,3,3,"orangs","raja",9,3594,3,1,1,1,"yes","0",3,7188,0
"21565",20220826,3,3,"orangs","raja",10,3595,2,2,1,1,"yes","0",1,7189,0
"21568",20220826,3,3,"orangs","raja",10,3595,3,3,1,1,"yes","0",1,7190,0
"21569",20220826,3,3,"orangs","raja",10,3595,3,3,1,2,"yes","0",2,7190,0
"21573",20220826,3,3,"orangs","raja",11,3596,2,2,1,1,"yes","0",3,7191,0
"21575",20220826,3,3,"orangs","raja",11,3596,3,1,1,2,"yes","0",2,7192,0
"21576",20220826,3,3,"orangs","raja",11,3596,3,1,1,1,"yes","0",3,7192,0
"21577",20220826,3,3,"orangs","raja",12,3597,2,2,1,1,"yes","0",1,7193,0
"21580",20220826,3,3,"orangs","raja",12,3597,3,3,1,1,"yes","0",1,7194,0
"21581",20220826,3,3,"orangs","raja",12,3597,3,3,1,2,"yes","0",2,7194,0
"21584",20220826,3,3,"orangs","dokana",1,3598,2,3,1,1,"yes","0",2,7195,0
"21587",20220826,3,3,"orangs","dokana",1,3598,3,1,1,1,"yes","0",2,7196,0
"21588",20220826,3,3,"orangs","dokana",1,3598,3,1,1,2,"yes","0",3,7196,0
"21590",20220826,3,3,"orangs","dokana",2,3599,2,3,1,1,"yes","0",2,7197,0
"21593",20220826,3,3,"orangs","dokana",2,3599,3,1,1,1,"yes","0",2,7198,0
"21594",20220826,3,3,"orangs","dokana",2,3599,3,1,1,2,"yes","0",3,7198,0
"21595",20220826,3,3,"orangs","dokana",3,3600,2,3,1,1,"yes","0",1,7199,0
"21598",20220826,3,3,"orangs","dokana",3,3600,3,2,1,1,"yes","0",1,7200,0
"21600",20220826,3,3,"orangs","dokana",3,3600,3,2,1,2,"yes","0",3,7200,0
"21602",20220826,3,3,"orangs","dokana",4,3601,2,3,1,1,"yes","0",2,7201,0
"21605",20220826,3,3,"orangs","dokana",4,3601,3,1,1,1,"yes","0",2,7202,0
"21606",20220826,3,3,"orangs","dokana",4,3601,3,1,1,2,"yes","0",3,7202,0
"21608",20220826,3,3,"orangs","dokana",5,3602,2,3,1,1,"yes","0",2,7203,0
"21611",20220826,3,3,"orangs","dokana",5,3602,3,2,0,1,"yes","0",2,7204,1
"21612",20220826,3,3,"orangs","dokana",5,3602,3,2,0,2,"yes","0",3,7204,0
"21614",20220826,3,3,"orangs","dokana",6,3603,2,1,1,1,"yes","0",2,7205,0
"21616",20220826,3,3,"orangs","dokana",6,3603,3,3,1,2,"yes","0",1,7206,0
"21617",20220826,3,3,"orangs","dokana",6,3603,3,3,1,1,"yes","0",2,7206,0
"21619",20220826,3,3,"orangs","dokana",7,3604,2,2,1,1,"yes","0",1,7207,0
"21622",20220826,3,3,"orangs","dokana",7,3604,3,3,1,1,"yes","0",1,7208,0
"21623",20220826,3,3,"orangs","dokana",7,3604,3,3,1,2,"yes","0",2,7208,0
"21626",20220826,3,3,"orangs","dokana",8,3605,2,3,1,1,"yes","0",2,7209,0
"21629",20220826,3,3,"orangs","dokana",8,3605,3,1,1,1,"yes","0",2,7210,0
"21630",20220826,3,3,"orangs","dokana",8,3605,3,1,1,2,"yes","0",3,7210,0
"21632",20220826,3,3,"orangs","dokana",9,3606,2,3,1,1,"yes","0",2,7211,0
"21635",20220826,3,3,"orangs","dokana",9,3606,3,1,1,1,"yes","0",2,7212,0
"21636",20220826,3,3,"orangs","dokana",9,3606,3,1,1,2,"yes","0",3,7212,0
"21639",20220826,3,3,"orangs","dokana",10,3607,2,2,1,1,"yes","0",3,7213,0
"21641",20220826,3,3,"orangs","dokana",10,3607,3,1,1,2,"yes","0",2,7214,0
"21642",20220826,3,3,"orangs","dokana",10,3607,3,1,1,1,"yes","0",3,7214,0
"21643",20220826,3,3,"orangs","dokana",11,3608,2,3,1,1,"yes","0",1,7215,0
"21646",20220826,3,3,"orangs","dokana",11,3608,3,2,1,1,"yes","0",1,7216,0
"21648",20220826,3,3,"orangs","dokana",11,3608,3,2,1,2,"yes","0",3,7216,0
"21650",20220826,3,3,"orangs","dokana",12,3609,2,3,1,1,"yes","0",2,7217,0
"21653",20220826,3,3,"orangs","dokana",12,3609,3,1,1,1,"yes","0",2,7218,0
"21654",20220826,3,3,"orangs","dokana",12,3609,3,1,1,2,"yes","0",3,7218,0
"21657",20220826,3,3,"orangs","padana",1,3610,2,1,1,1,"yes","0",3,7219,0
"21658",20220826,3,3,"orangs","padana",1,3610,3,2,1,2,"yes","0",1,7220,0
"21660",20220826,3,3,"orangs","padana",1,3610,3,2,1,1,"yes","0",3,7220,0
"21662",20220826,3,3,"orangs","padana",2,3611,2,1,1,1,"yes","0",2,7221,0
"21664",20220826,3,3,"orangs","padana",2,3611,3,3,1,2,"yes","0",1,7222,0
"21665",20220826,3,3,"orangs","padana",2,3611,3,3,1,1,"yes","0",2,7222,0
"21669",20220826,3,3,"orangs","padana",3,3612,2,2,1,1,"yes","0",3,7223,0
"21671",20220826,3,3,"orangs","padana",3,3612,3,1,1,2,"yes","0",2,7224,0
"21672",20220826,3,3,"orangs","padana",3,3612,3,1,1,1,"yes","0",3,7224,0
"21674",20220826,3,3,"orangs","padana",4,3613,2,1,1,1,"yes","0",2,7225,0
"21676",20220826,3,3,"orangs","padana",4,3613,3,3,1,2,"yes","0",1,7226,0
"21677",20220826,3,3,"orangs","padana",4,3613,3,3,1,1,"yes","0",2,7226,0
"21679",20220826,3,3,"orangs","padana",5,3614,2,3,1,1,"yes","0",1,7227,0
"21682",20220826,3,3,"orangs","padana",5,3614,3,2,1,1,"yes","0",1,7228,0
"21684",20220826,3,3,"orangs","padana",5,3614,3,2,1,2,"yes","0",3,7228,0
"21687",20220826,3,3,"orangs","padana",6,3615,2,2,1,1,"yes","0",3,7229,0
"21689",20220826,3,3,"orangs","padana",6,3615,3,1,1,2,"yes","0",2,7230,0
"21690",20220826,3,3,"orangs","padana",6,3615,3,1,1,1,"yes","0",3,7230,0
"21693",20220826,3,3,"orangs","padana",7,3616,2,2,1,1,"yes","0",3,7231,0
"21695",20220826,3,3,"orangs","padana",7,3616,3,1,1,2,"yes","0",2,7232,0
"21696",20220826,3,3,"orangs","padana",7,3616,3,1,1,1,"yes","0",3,7232,0
"21699",20220826,3,3,"orangs","padana",8,3617,2,2,1,1,"yes","0",3,7233,0
"21701",20220826,3,3,"orangs","padana",8,3617,3,1,1,2,"yes","0",2,7234,0
"21702",20220826,3,3,"orangs","padana",8,3617,3,1,1,1,"yes","0",3,7234,0
"21704",20220826,3,3,"orangs","padana",9,3618,2,3,1,1,"yes","0",2,7235,0
"21707",20220826,3,3,"orangs","padana",9,3618,3,1,1,1,"yes","0",2,7236,0
"21708",20220826,3,3,"orangs","padana",9,3618,3,1,1,2,"yes","0",3,7236,0
"21711",20220826,3,3,"orangs","padana",10,3619,2,2,1,1,"yes","0",3,7237,0
"21713",20220826,3,3,"orangs","padana",10,3619,3,1,1,2,"yes","0",2,7238,0
"21714",20220826,3,3,"orangs","padana",10,3619,3,1,1,1,"yes","0",3,7238,0
"21717",20220826,3,3,"orangs","padana",11,3620,2,2,1,1,"yes","0",3,7239,0
"21719",20220826,3,3,"orangs","padana",11,3620,3,1,1,2,"yes","0",2,7240,0
"21720",20220826,3,3,"orangs","padana",11,3620,3,1,1,1,"yes","0",3,7240,0
"21723",20220826,3,3,"orangs","padana",12,3621,2,2,1,1,"yes","0",3,7241,0
"21725",20220826,3,3,"orangs","padana",12,3621,3,1,1,2,"yes","0",2,7242,0
"21726",20220826,3,3,"orangs","padana",12,3621,3,1,1,1,"yes","0",3,7242,0
"21729",20220826,3,3,"orangs","sari",1,3622,2,1,1,1,"yes","0",3,7243,0
"21730",20220826,3,3,"orangs","sari",1,3622,3,2,1,2,"yes","0",1,7244,0
"21732",20220826,3,3,"orangs","sari",1,3622,3,2,1,1,"yes","0",3,7244,0
"21734",20220826,3,3,"orangs","sari",2,3623,2,3,1,1,"yes","0",2,7245,0
"21737",20220826,3,3,"orangs","sari",2,3623,3,1,1,1,"yes","0",2,7246,0
"21738",20220826,3,3,"orangs","sari",2,3623,3,1,1,2,"yes","0",3,7246,0
"21740",20220826,3,3,"orangs","sari",3,3624,2,2,0,1,"yes","0",2,7247,1
"21743",20220826,3,3,"orangs","sari",3,3624,3,3,1,2,"no","1",2,7248,0
"21746",20220826,3,3,"orangs","sari",4,3625,2,2,0,1,"yes","0",2,7249,1
"21749",20220826,3,3,"orangs","sari",4,3625,3,1,1,2,"no","1",2,7250,0
"21752",20220826,3,3,"orangs","sari",5,3626,2,2,0,1,"yes","0",2,7251,1
"21755",20220826,3,3,"orangs","sari",5,3626,3,3,1,2,"no","1",2,7252,0
"21758",20220826,3,3,"orangs","sari",6,3627,2,1,1,1,"yes","0",2,7253,0
"21760",20220826,3,3,"orangs","sari",6,3627,3,2,0,2,"yes","0",1,7254,0
"21761",20220826,3,3,"orangs","sari",6,3627,3,2,0,1,"yes","0",2,7254,1
"21763",20220826,3,3,"orangs","pini",1,3628,2,3,1,1,"yes","0",1,7255,0
"21766",20220826,3,3,"orangs","pini",1,3628,3,2,1,1,"yes","0",1,7256,0
"21768",20220826,3,3,"orangs","pini",1,3628,3,2,1,2,"yes","0",3,7256,0
"21769",20220826,3,3,"orangs","pini",2,3629,2,2,1,1,"yes","0",1,7257,0
